Fileme,X,Rep,SB,GC,Day,Entry,Plant,Rep_SB_Day_Entry_Plant,Name,Country,Region,MG,Diversity,Stem,Cluster,Seed_weight,Shoot_weight,Root_weight,TRL,PRL,SRL,MSL,SRL_LRB,SL_PL,MED,MAX,LED,PER,DIA,VOL,PRA,TRLUpper,TRLLower,CVA,DEP,WID,WDR,NWA,RHZO,LRB,NLR,IRB,Area,TRAUpper,TRALower,SOL,BSH,CM,CMT,CMM,CMB,CP,CPT,CPM,CPB,Median_angle,Mean_angle
KGF_Rep2_SB4_Day9_172_2,Rep2_SB4_172_2,2,4,2,9,172,2,2_4_9_172_2,PI458506,China,Liaoning,2,Landrace,D,4,,,,301.6616554,40.25388839,261.407767,3.187899597,3.209166547,2.037070288,2,19,1.729546267,430.288767,0.155696689,111.0881258,18.34495852,188,108.6990291,308.2101518,37.19417476,15.51456311,0.417123467,2.902064285,5244.309466,94,139,130,21.81957536,14.009803,7.281836177,0.0094,9.5,0.296858013,0.19383984,0.403365192,0.742288662,0.433036169,0.218754606,0.490575616,0.849668386,90,145.4583333
KGF_Rep3_SB5_Day9_172_1,Rep3_SB5_172_1,3,5,1,9,172,1,3_5_9_172_1,PI458506,China,Liaoning,2,Landrace,D,4,,,,190.9128594,32.47329891,158.4395604,4.659987072,3.291601023,1.047014043,1,16,2.929986181,255.7133846,0.173346223,92.06543306,16.66664032,139.8021978,47.71428571,216.4928149,30.57142857,12.75824176,0.417325665,2.07740611,3285.534341,58,69,65,15.12813972,10.92235237,3.866682768,0.0096,16,0.253080668,0.238889566,0.407634633,0.999544937,0.405591247,0.219081601,0.446708922,0.999658703,90,56.20833333
KGF_Rep3_SB5_Day9_172_2,Rep3_SB5_172_2,3,5,1,9,172,2,3_5_9_172_2,PI458506,China,Liaoning,2,Landrace,D,4,,,,169.8964591,,154.1978022,4.974122652,2.929249295,1.974691224,,21,0.287957668,241.493,0.106847597,45.48803091,,37.07692308,128.7582418,116.1866924,14.35164835,12.61538462,0.879019909,1.851708731,2803.440934,58,58,56,12.80841686,3.187416979,9.176427968,0.0159,1.91,0.427745403,0.203700172,0.402779506,0.760068758,0.656251346,0.188251001,0.476802403,0.837980052,64,45.79166667
KGF_Rep4_SB7_Day9_172_1,Rep4_SB7_172_1,4,7,1,9,172,1,4_7_9_172_1,PI458506,China,Liaoning,2,Landrace,D,4,,,,242.8688464,35.46884644,207.4,3.4,3.195642716,1.719819112,1,19,5.240768996,400.0455647,0.17991412,101.9860985,18.76520035,202.0470588,38.55294118,376.8211073,33.18823529,20.74117647,0.62495569,2.830588235,4335.479412,76,83,82,20.85247405,17.01107266,3.514463668,0.0075,19,0.200139543,0.18156671,0.41619461,1,0.335104499,0.229564508,0.439472062,1,68,103.2083333
KGF_Rep4_SB7_Day9_172_2,Rep4_SB7_172_2,4,7,1,9,172,2,4_7_9_172_2,PI458506,China,Liaoning,2,Landrace,D,4,,,,245.1082616,35.1200263,209.9882353,5.833006536,3.225108705,1.02505618,1,19,3.562001771,306.2935294,0.188684002,106.9742736,19.1987184,189.2470588,53.12941176,287.429481,32.37647059,16.56470588,0.511627907,2.851487889,4131.363235,76,80,76,22.4816782,17.32622837,4.830865052,0.0099,19,0.234686096,0.145010637,0.389814132,0.780844025,0.408224401,0.1902687,0.438050583,0.906076011,68,60.79166667
KGF_Rep5_SB10_Day9_172_1,Rep5_SB10_172_1,5,10,2,9,172,1,5_10_9_172_1,PI458506,China,Liaoning,2,Landrace,D,4,,,,230.6675452,40.39695695,190.2705882,3.338080495,2.883344315,1.41099737,1,13,3.12292288,398.6246235,0.215956345,193.1576175,25.38189453,172.4588235,55.22352941,323.9542561,37.36470588,16.64705882,0.445528967,2.678615917,4188.485294,80,84,83,20.32285467,14.67612457,5.363321799,0.0083,13,0.182195232,0.143186094,0.42184984,0.886301657,0.325693087,0.166792532,0.447136564,0.943150829,68,91.25
KGF_Rep5_SB10_Day9_172_2,Rep5_SB10_172_2,5,10,2,9,172,2,5_10_9_172_2,PI458506,China,Liaoning,2,Landrace,D,4,,,,291.7157516,42.57457515,249.1411765,3.718525022,3.472806567,1.573709186,2,16,2.006148549,464.2911294,0.248070106,247.589678,29.97231579,191.9294118,95.67058824,310.1191003,38.4,14.6,0.380208333,3.383529412,5025.504412,84,100,99,25.46276817,16.79211073,8.314048443,0.0109,8,0.259263818,0.178808672,0.417854008,0.851500306,0.427283363,0.199164295,0.478293442,0.920800163,90,120.2083333
KGF_Rep6_SB11_Day9_172_1,Rep6_SB11_172_1,6,11,1,9,172,1,6_11_9_172_1,PI458506,China,Liaoning,2,Landrace,D,4,,,,174.2114336,31.04143361,143.17,3.767631579,3.629404867,1.224170265,1,15,6.313324819,314.08791,0.248654787,212.1551291,22.35714412,148.3,23.49,264.2839,28.5,16.27,0.570877193,1.7179,3142.2325,48,51,52,20.831725,17.3809,3.2834,0.0065,15,0.086427232,0.080378005,0.384119007,0.999719495,0.283208459,0.198018934,0.402217742,0.999824684,54,53.875
KGF_Rep6_SB11_Day9_172_2,Rep6_SB11_172_2,6,11,1,9,172,2,6_11_9_172_2,PI458506,China,Liaoning,2,Landrace,D,4,,,,110.3510678,30.23106781,80.12,2.50375,,1.058513718,1,10,3.563421829,203.24431,0.201838836,118.5351183,17.86246751,84.56,23.73,172.1386,28.18,11.89,0.421930447,1.0829,2128.68375,48,46,43,12.0644875,8.9526,2.9958,0.0063,10,0.206304904,0.192455716,0.412612029,1,0.347240691,0.221650906,0.426832151,1,46,44.16666667
KGF_Rep7_SB13_Day9_172_1,Rep7_SB13_172_1,7,13,1,9,172,1,7_13_9_172_1,PI458506,China,Liaoning,2,Landrace,D,4,,,,241.0256133,35.24152236,205.7840909,3.487865948,3.257102882,1.674161502,1,20,5.782580645,400.3261364,0.162643991,78.39671241,16.95462058,203.7045455,35.22727273,346.9625517,33.17045455,19.23863636,0.579993148,2.715521694,4498.997159,74,75,78,21.22596526,17.63287707,3.230759298,0.0078,20,0.19860601,0.185693886,0.423946802,1,0.323720726,0.214155874,0.44129516,1,74,99.45833333
KGF_Rep7_SB13_Day9_172_2,Rep7_SB13_172_2,7,13,1,9,172,2,7_13_9_172_2,PI458506,China,Liaoning,2,Landrace,D,4,,,,238.2966106,34.38751967,203.9090909,3.998217469,3.610554706,1.483096207,1,21,6.623434046,416.5018636,0.167551546,83.37573514,16.69457914,204.2727273,30.84090909,281.5790289,31.65909091,16.22727273,0.512562814,2.677556818,4191.927557,66,73,70,20.97055785,17.55836777,2.98553719,0.0095,21,0.201528573,0.152995537,0.35509305,1,0.329807785,0.22442213,0.416050903,1,62,76.54166667
KGF_Rep1_SB1_Day9_198_1,Rep1_SB1_198_1,1,1,1,9,198,1,1_1_9_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,214.3402902,37.39533605,176.9449541,2.527785059,2.329785763,1.871891187,1,14,1.752048193,269.739367,0.171561816,148.7258282,18.70597501,133.412844,76.14678899,281.1494824,34.65137615,14.14678899,0.408260524,1.941755744,3626.081422,92,111,104,18.18182392,11.70010942,6.163370087,0.0069,14,0.348647562,0.188231345,0.449340756,0.844640907,0.404002709,0.202383694,0.468556308,0.868845642,,
KGF_Rep1_SB1_Day9_198_2,Rep1_SB1_198_2,1,1,1,9,198,2,1_1_9_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,246.5848485,34.96099526,211.6238532,4.232477064,3.852888257,1.430165235,1,19,0.958754459,353.1156239,0.19179948,173.0785919,19.4365718,118.3577982,123.4495413,371.3415117,32.21100917,21.43119266,0.665337511,2.237437926,4403.533257,64,83,73,24.16100286,12.61316388,11.11733019,0.006,19,0.349360728,0.184720584,0.409149013,0.999733262,0.412611363,0.177491776,0.458366676,0.999733262,,
KGF_Rep2_SB3_Day9_198_1,Rep2_SB3_198_1,2,3,1,9,198,1,2_3_9_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,465.471355,37.92766568,427.5436893,4.500459888,5.171903944,2.504767912,2,36,2.570178747,391.439767,0.227998836,318.7476519,24.58994367,330.8543689,128.7281553,472.2342351,34.18446602,22.67961165,0.663447884,4.484211519,6002.550971,90,202,175,44.01581205,30.99538128,12.35328495,0.0095,18,0.371686849,0.27729917,0.370777357,0.791160494,0.509044073,0.222717502,0.434249035,0.822639338,90,169.3333333
KGF_Rep2_SB3_Day9_198_2,Rep2_SB3_198_2,2,3,1,9,198,2,2_3_9_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,428.305351,36.85874905,391.4466019,6.31365487,5.353816887,1.682097239,2,35,2.912886318,386.4341456,0.249447676,,25.51089316,312.9514563,107.4368932,519.0510887,31.3592233,27.5631068,0.878947369,4.116504854,5820.122573,80,209,156,45.22581063,36.45244604,8.202469601,0.0079,17.5,0.256260098,0.114477314,0.381174321,0.928900199,0.388414002,0.18962062,0.42077354,0.892339994,90,130.625
KGF_Rep3_SB5_Day9_198_1,Rep3_SB5_198_1,3,5,1,9,198,1,3_5_9_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,259.2856493,36.58235256,222.7032967,2.892250607,3.813024254,2.104840028,1,20,2.205390463,428.2492418,0.166340365,123.3238247,17.98572227,175.3406593,79.50549451,414.4472286,34.40659341,23.16483516,0.673267327,2.825504166,4675.906593,68,93,91,19.86325625,13.51080787,5.889868373,0.0068,20,0.291992662,0.18718234,0.400383782,1,0.379333204,0.24130064,0.446921642,1,90,145.625
KGF_Rep3_SB5_Day9_198_2,Rep3_SB5_198_2,3,5,1,9,198,2,3_5_9_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,214.7280101,36.17855953,178.5494505,2.260119627,3.157764854,2.183613749,1,16,2.976951827,331.3473407,0.159886188,103.0338821,17.01187028,157.5494505,52.92307692,371.9358773,33.89010989,20.49450549,0.604734111,2.334259147,3477.009615,68,87,89,16.79966188,12.34814636,4.07003985,0.0063,16,0.28421986,0.160701601,0.424474162,0.999694377,0.353675993,0.228477673,0.442534951,0.999694377,90,133.5
KGF_Rep4_SB8_Day9_198_1,Rep4_SB8_198_1,4,8,2,9,198,1,4_8_9_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,310.9818584,,288.2325581,,7.404329963,1.054977502,,30,1.89420765,573.2887326,0.198286184,251.7522876,19.27474984,201.5348837,106.3953488,311.2138994,18.18604651,26.13953488,1.437340153,3.5805841,5959.020349,42,31,29,21.71479516,14.36046512,6.936046512,0.0115,2,0.618359736,0.115602046,0.633371993,0.709759189,0.220901986,0.141888466,0.522179975,0.709759189,90,24.20833333
KGF_Rep4_SB8_Day9_198_2,Rep4_SB8_198_2,4,8,2,9,198,2,4_8_9_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,343.0323601,41.91608106,301.1162791,5.191659984,4.764338335,1.383717145,1,21,4.145169805,626.4235233,0.160582647,107.500471,19.61626424,273.9186047,66.08139535,633.6239859,38.8372093,27.91860465,0.718862275,3.953488372,6618.334302,72,77,73,26.27285019,20.59437534,5.299215792,0.0062,21,0.189402621,0.175500418,0.368611832,0.999700867,0.303010923,0.196857239,0.411020042,0.999700867,90,99.58333333
KGF_Rep5_SB9_Day9_198_1,Rep5_SB9_198_1,5,9,1,9,198,1,5_9_9_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,198.2540243,32.03049485,166.2235294,3.25928489,2.679108436,1.592232659,1,17,3.412248144,321.1124118,0.221479714,140.0413299,20.57927988,151.4235294,44.37647059,263.7054671,29.57647059,17.47058824,0.590692124,2.303529412,3560.667647,74,77,77,18.5650173,14.14685121,4.150449827,0.0087,17,0.222930863,0.168375799,0.382974616,0.743207061,0.403551345,0.187562933,0.448348161,0.816871612,76,94.83333333
KGF_Rep5_SB9_Day9_198_2,Rep5_SB9_198_2,5,9,1,9,198,2,5_9_9_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,173.5688167,35.28646379,138.2823529,2.384178499,2.629830556,1.643689783,1,13,3.954266212,254.5384118,0.221763863,184.8159824,22.88427402,136.3058824,34.47058824,218.6649827,32.87058824,13.16470588,0.400501074,2.013287197,2968.422059,66,79,79,16.81766436,13.03792388,3.545051903,0.0092,13,0.219210181,0.201120837,0.398325381,0.99885159,0.353265505,0.217586301,0.427797409,0.999116608,90,98.625
KGF_Rep6_SB12_Day9_198_1,Rep6_SB12_198_1,6,12,2,9,198,1,6_12_9_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,528.313456,49.92345597,478.39,5.089255319,4.192963936,1.882882468,2,26.02,2.335808475,828.23921,0.181093646,221.2760365,25.69822791,364.9,156.22,815.4052,44.77,31.25,0.698012062,5.2356,9698.705,126,179,162,34.46775,24.2379,9.4731,0.0064,13.01,0.250250732,0.180841211,0.397720448,0.789119618,0.447990793,0.196954402,0.461986055,0.805533115,90,158.7083333
KGF_Rep6_SB12_Day9_198_2,Rep6_SB12_198_2,6,12,2,9,198,2,6_12_9_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,504.8514459,50.50144587,454.35,5.474096386,4.949523979,1.643517301,3,26,2.249657154,804.0246,0.178776538,209.6421691,25.66147127,344.49,153.13,772.85455,45.02,30.95,0.687472235,5.0004,9415.46,102,178,161,35.3932875,24.4869,10.1507,0.0065,8.67,0.319830009,0.278487929,0.439739076,0.831007463,0.489807128,0.240227202,0.460325949,0.825091341,90,115.25
KGF_Rep7_SB14_Day9_198_1,Rep7_SB14_198_1,7,14,2,9,198,1,7_14_9_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,420.0111127,42.17965205,377.8314607,5.55634501,3.962368988,1.612151753,2,27,5.526435974,533.9787079,0.18328174,182.6223753,22.8248347,353.505618,63.96629213,613.0301098,39.62921348,28.39325843,0.716472923,4.690695619,7349.113764,106,127,128,30.70603459,25.67175862,4.503093044,0.0077,13.5,0.282706135,0.271440985,0.411337454,0.999291785,0.413076987,0.258866856,0.454631112,0.999433428,90,152.0416667
KGF_Rep7_SB14_Day9_198_2,Rep7_SB14_198_2,7,14,2,9,198,2,7_14_9_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,471.0329231,40.62842874,430.4044944,8.608089888,5.010988544,1.230665363,1,35,,618.8352135,0.17002194,132.02324,20.28530462,415.3370787,53.04494382,498.5745487,37.97752809,24.4494382,0.643786982,5.262719354,8081.602528,94,106,109,33.34900896,28.83247065,3.845979043,0.0106,35,0.251879134,0.239381292,0.354419083,0.999704404,0.369660065,0.232322604,0.435638979,0.999704404,90,103.7916667
KGF_Rep1_SB2_Day9_211_1,Rep1_SB2_211_1,1,2,2,9,211,1,1_2_9_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,308.2749069,45.28490691,262.99,3.022873563,2.964181797,1.921169898,1,17,1.76841327,366.54522,0.21909595,304.3313425,28.5511082,191.36,108.21,570.24025,41.33,23.78,0.575368981,3.0447,4777.10625,104,146,138,32.1245125,20.7532,10.6549,0.0053,17,0.342556441,0.223453756,0.354107745,0.920721112,0.43100702,0.171589922,0.459893571,0.924599727,90,156.2083333
KGF_Rep1_SB2_Day9_211_2,Rep1_SB2_211_2,1,2,2,9,211,2,1_2_9_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,310.3285108,42.74851081,267.58,4.386557377,3.52646035,1.426950293,1,20,3.149475405,310.7664,0.244262714,354.4522332,30.02734258,231.14,73.39,388.37115,39.16,18.7,0.47752809,3.0671,4514.0025,88,114,112,37.0114875,28.7641,7.756,0.0079,20,0.286805954,0.266329983,0.400447392,0.81646604,0.429112916,0.217618319,0.455215967,0.838711904,90,124.2916667
KGF_Rep2_SB4_Day9_211_1,Rep2_SB4_211_1,2,4,2,9,211,1,2_4_9_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,400.4322139,38.50988385,361.9223301,4.413686952,3.640292854,2.129323483,,29,1.273108774,507.2109806,0.191981606,199.411846,21.43739438,220.9029126,173.5145631,340.9064002,35.53398058,17.78640777,0.500546448,3.858893392,6622.992718,110,140,141,32.88688849,19.58752003,12.59053634,0.0113,9.67,0.295294018,0.222371435,0.427983357,0.723617296,0.513877841,0.177593801,0.503820389,0.738867285,90,172.5416667
KGF_Rep2_SB4_Day9_211_2,Rep2_SB4_211_2,2,4,2,9,211,2,2_4_9_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,,43.67323791,,4.69704059,3.612730057,1.900477363,1,28,3.101464142,473.2021942,0.19586839,215.0479248,24.45224543,322.8834951,104.1067961,449.4402394,39.52427184,21.80582524,0.551707197,4.170798379,6707.171117,120,161,154,35.3557357,26.95833726,7.752851353,0.0093,28,0.278620432,0.253068993,0.431536661,0.753150135,0.507117117,0.224180379,0.502997434,0.786322818,90,178.5833333
KGF_Rep3_SB5_Day9_211_1,Rep3_SB5_211_1,3,5,1,9,211,1,3_5_9_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,322.3236486,37.1588134,285.1648352,4.752747253,3.581373873,1.614690958,1,24,6.260891337,428.3517912,0.212363433,220.7983663,22.77872814,274.7912088,43.89010989,360.6250453,33.94505495,21.04395604,0.619941729,3.50887574,5073.581044,90,100,97,25.71901039,21.89167975,3.44173409,0.0097,24,0.198703044,0.181981351,0.403975155,1,0.37681871,0.232594235,0.434800971,1,90,113.9583333
KGF_Rep3_SB5_Day9_211_2,Rep3_SB5_211_2,3,5,1,9,211,2,3_5_9_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,284.8612506,37.1139979,247.7472527,3.69772019,3.84947636,1.805248796,1,22,5.349190535,393.2503187,0.198867566,175.5482027,21.59887629,236.010989,44.12087912,425.3194059,34.57142857,22.48351648,0.65034965,3.102403091,4662.409341,74,95,89,24.3903816,20.21615747,3.716942398,0.0073,22,0.23963798,0.226232877,0.404813618,1,0.35865814,0.238964695,0.435138356,1,90,132.7916667
KGF_Rep4_SB8_Day9_211_1,Rep4_SB8_211_1,4,8,2,9,211,1,4_8_9_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,255.8389006,40.35052853,215.4883721,3.168946648,3.197986258,1.685231953,1,17,5.243523316,424.8910814,0.189713831,156.9434942,21.88580583,211.8139535,40.39534884,428.1305435,36.06976744,23.68604651,0.656673114,2.932666306,4413.944767,80,100,98,20.37876893,16.59410492,3.513250406,0.0068,17,0.168528352,0.150368708,0.403580441,0.999785362,0.341819439,0.199875241,0.436706943,0.999839021,90,123.3333333
KGF_Rep4_SB8_Day9_211_2,Rep4_SB8_211_2,4,8,2,9,211,2,4_8_9_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,323.5222675,41.30133728,282.2209302,5.226313523,3.052096863,1.307463718,1,21,5.053268765,465.5805233,0.17990666,132.3681563,21.2210421,266.9418605,52.8255814,444.3597891,37.37209302,20.8372093,0.557560672,3.718226068,5528.764535,106,109,106,25.04049486,20.35208221,4.338696593,0.0084,21,0.213088665,0.193690725,0.39893138,1,0.335147181,0.181928897,0.43902256,1,90,112.8333333
KGF_Rep5_SB10_Day9_211_1,Rep5_SB10_211_1,5,10,2,9,211,1,5_10_9_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,257.134037,41.78109582,215.3529412,3.166955017,2.921977693,1.627530314,1,17,4.15583174,358.1249529,,,,204.5647059,49.22352941,357.709481,37.08235294,18.21176471,0.491116751,2.985743945,4150.135294,88,116,111,25.73847751,20.64429066,4.816193772,0.0083,17,0.209230389,0.182561286,0.402219547,1,0.357972136,0.190199394,0.44119799,1,90,117.3333333
KGF_Rep5_SB10_Day9_211_2,Rep5_SB10_211_2,5,10,2,9,211,2,5_10_9_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,237.5816102,41.39337491,196.1882353,2.229411765,2.527463938,2.125944072,1,15,3.49218573,395.7015412,0.232558833,234.757196,27.13553372,181.3882353,51.94117647,331.2726644,37.08235294,17.18823529,0.463515228,2.745051903,4155.014706,94,118,116,23.20643599,18.14145329,4.774394464,0.0083,15,0.220575064,0.185273072,0.430982517,0.905556436,0.368604802,0.184297717,0.474406807,0.933164236,90,154.2083333
KGF_Rep6_SB11_Day9_211_1,Rep6_SB11_211_1,6,11,1,9,211,1,6_11_9_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,,,,3.3425,3.212606524,1.144104461,1,13,5.731237323,236.18921,0.307971296,318.5206599,24.94267487,113.02,19.72,268.01865,25.53,20.47,0.801801802,1.3274,2407.68375,42,45,44,20.971425,17.5054,3.2997,0.005,13,0.194051113,0.126574044,0.36847381,1,0.259887695,0.197542318,0.367912946,1,90,46.66666667
KGF_Rep6_SB11_Day9_211_2,Rep6_SB11_211_2,6,11,1,9,211,2,6_11_9_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,,,,2.059423077,2.859958378,1.722538634,1,11,3.583872065,234.32061,,383.1678823,28.95386037,105.33,29.39,177.02805,27.63,12.57,0.454940282,1.3484,2222.305,48,69,66,18.76965,14.3107,4.3242,0.0076,11,0.172783643,0.14860271,0.383486014,0.99874462,0.326109149,0.214185132,0.398992577,0.99892396,86,83.54166667
KGF_Rep7_SB13_Day9_211_1,Rep7_SB13_211_1,7,13,1,9,211,1,7_13_9_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,290.0509256,41.32365291,248.7272727,3.109090909,2.788951208,1.935937275,1,19,4.933458735,476.2455909,0.205618706,189.5965771,24.71570129,238.4318182,48.32954545,379.8298037,38.02272727,19.46590909,0.511954573,3.261234504,4782.536932,104,112,112,25.27753745,20.75748967,4.145015496,0.0086,19,0.19926414,0.180144152,0.393044793,0.99955595,0.32794923,0.199382126,0.422074965,0.99955595,90,144.5833333
KGF_Rep7_SB13_Day9_211_2,Rep7_SB13_211_2,7,13,1,9,211,2,7_13_9_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,253.0829283,37.53747375,215.5454545,2.873939394,2.387574795,1.998003395,1,17.06,5.281062554,389.5566591,0.203388565,153.3439204,22.10960739,210.1022727,39.78409091,300.8370997,34.46590909,16.68181818,0.484009232,2.84258781,4145.386364,106,106,108,21.93236699,18.00658574,3.604080579,0.0094,17.06,0.184338185,0.168686494,0.38493968,0.999348958,0.317703993,0.21327611,0.408998843,0.999348958,90,136.8333333
KGF_Rep1_SB1_Day12_132_1,Rep1_SB1_132_1,1,1,1,12,132,1,1_1_12_132_1,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.174,0.073,325.6185317,56.38853173,269.23,3.496493506,2.85630291,1.36552589,1,18,5.185983827,292.21679,0.212684847,321.0314207,34.79156784,269.36,51.94,496.58335,46.85,15.96,0.340661686,3.213,5168.345,114,129,120,32.313575,26.5586,5.4575,0.0065,18,0.236960332,0.224171358,0.415857541,0.991763391,0.386828052,0.155905956,0.448097701,0.990620337,,
KGF_Rep1_SB1_Day12_132_2,Rep1_SB1_132_2,1,1,1,12,132,2,1_1_12_132_2,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.174,0.073,337.1016688,55.36166881,281.74,3.859452055,3.064560626,1.31860187,2,18,4.004092149,327.36605,0.166643795,233.734572,26.70510835,264.19,65.98,422.2539,43.98,14.59,0.331741701,3.3275,5441.56,110,131,123,29.0896375,23.4518,5.0501,0.0079,9,0.262437497,0.242495896,0.421133764,0.927716509,0.426139298,0.130756284,0.467339916,0.932843357,,
KGF_Rep2_SB3_Day12_132_1,Rep2_SB3_132_1,2,3,1,12,132,1,2_3_12_132_1,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.174,0.102,261.9222355,46.38825493,215.5339806,2.155339806,,2.155718083,3,16,0.636328676,348.6519223,0.277812169,640.5325863,36.54629629,96.38834951,151.4757282,318.0931756,35.65048544,11.68932039,0.32788671,2.499104534,4300.491505,150,153,147,20.22332454,7.144405693,11.84663965,0.0079,5.33,0.344644912,0.223329022,0.435228517,0.729222476,0.437035188,0.194068916,0.524921132,0.763738458,90,184.2916667
KGF_Rep2_SB3_Day12_132_2,Rep2_SB3_132_2,2,3,1,12,132,2,2_3_12_132_2,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.174,0.102,341.5298442,36.35508691,305.1747573,3.590291262,3.162313372,2.338049699,3,23,1.698483427,370.1247087,0.20234684,195.113292,21.32960479,210.9417476,124.1941748,293.0216797,32.25242718,15.37864078,0.476821192,3.278631351,5193.56068,108,151,148,29.48029975,18.31237628,10.57375813,0.0112,7.67,0.279321608,0.227116293,0.435674922,0.700571895,0.396297386,0.205921053,0.516965278,0.740238095,90,155.0833333
KGF_Rep3_SB6_Day12_132_1,Rep3_SB6_132_1,3,6,2,12,132,1,3_6_12_132_1,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.145,0.041,182.4767007,41.66717686,140.8095238,2.235071807,2.943172591,1.511981486,1,11,3.15738699,298.5043929,0.168583132,119.8969958,20.52275677,136.3690476,43.19047619,191.3585601,38.70238095,9.773809524,0.252537681,2.137613379,3047.91369,62,91,84,16.63065122,12.19033447,4.22930839,0.0112,11,0.233955473,0.210879027,0.3646905,0.905802727,0.371759402,0.193929585,0.404921773,0.913372272,90,109.5416667
KGF_Rep3_SB6_Day12_132_2,Rep3_SB6_132_2,3,6,2,12,132,2,3_6_12_132_2,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.145,0.041,192.5456512,32.65279409,159.8928571,1.998660714,2.674245156,2.450020044,1,15,2.110652516,319.0555119,0.177344763,94.97017673,16.800575,127.8452381,60.57142857,174.6731859,30.10714286,11.39285714,0.378410439,2.262471655,3148.040179,72,104,99,14.9044076,9.134778912,5.411848073,0.013,15,0.251363777,0.19781156,0.405355107,0.844419391,0.444057685,0.206255601,0.499027099,0.856194413,90,131.9583333
KGF_Rep4_SB7_Day12_132_1,Rep4_SB7_132_1,4,7,1,12,132,1,4_7_12_132_1,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.174,0.091,330.0394552,47.62085052,282.4186047,2.911532007,2.94678085,2.03692288,1,16,5.158010081,515.215814,0.146647099,94.39145777,20.41567979,273.6744186,53.05813953,410.513318,44.25581395,18.1744186,0.410667367,3.799215792,5355.949128,112,133,133,21.11401433,16.6891563,4.128853434,0.0093,16,0.166639388,0.142892467,0.404884202,0.932148535,0.348498549,0.192151861,0.471089572,0.915244223,90,181.7916667
KGF_Rep4_SB7_Day12_132_2,Rep4_SB7_132_2,4,7,1,12,132,2,4_7_12_132_2,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.174,0.091,253.8898033,47.02933822,206.8604651,2.913527678,3.096217114,1.509695919,1,14,4.514965464,410.2155116,0.144598948,88.55215623,19.90340819,205.2209302,45.45348837,304.7581801,43.80232558,13.06976744,0.298380674,2.914818821,4395.045058,82,99,101,17.87574365,14.07963764,3.530557058,0.0096,14,0.198112915,0.177501714,0.400939346,0.721866353,0.330341294,0.182246143,0.452944298,0.837755373,90,131.5416667
KGF_Rep5_SB9_Day12_132_1_2,Rep5_SB9_132_1,5,9,1,12,132,1,5_9_12_132_1,PI430596,China,Fujian,2,Landrace,S,6,10.1,0.149,0.07,256.5732841,42.66740174,213.9058824,3.14567474,3.054443858,1.593722543,1,13,4.711599576,395.8035882,0.152802155,97.52710229,19.11697177,209.3058824,44.42352941,359.2142561,39.78823529,17.96470588,0.451507983,2.985051903,4384.445588,84,92,88,19.87987889,16.16885813,3.474186851,0.0083,13,0.145261869,0.122506895,0.40684122,1,0.309375435,0.181309879,0.453370832,1,90,128.875
